id,POI/street
41987,"fajar,/s. par no 24"
41988,/gg. 15 no 49 kalibata
41989,/raya man baratajaya
41990,/jl. palawija
41991,/kayuringin 6 17144 bekasi
41992,/man iren sunter jaya
41993,"/alfa,"
41994,"bola,/barbershopshop"
41995,/pesan sukamiskin
41996,"o./lea cokr, pemecutan kaja denpasar utara"
41997,/desa
41998,/sate petisah hulu
41999,"/gad kir timur i, 25"
42000,/raya tebas 74 tebas kuala
42001,/swata i 13 jatirasa
42002,/duren 3 2
42003,/sei 121 20114 medan petisah
42004,16669/arkan
42005,"/merd, 144 pananjung"
42006,/kalibata 8 5 pancoran
42007,/gedong 105
42008,/gad rivi iii pegangsaan dua
42009,/sekel v batununggal bandung
42010,/ciran
42011,/pakunden
42012,/taman no 118 batam
42013,/riien
42014,/sunter iv rt 19
42015,/gg. bhin e 9 bulak banteng 8
42016,/wom no 22 1
42017,"/kadar maron, kel."
42018,cafe dan bard/markas
42019,"/may sari ii, no 11"
42020,"baru ujung, bengkel jaya rt rw/muara"
42021,"/bali, karangtengah"
42022,"/haji rad 4, kali"
42023,"/adiy 2,"
42024,/walet 39
42025,"sinar maju,/budi utomo no"
42026,"/salya,"
42027,hikmah/hang tuah no
42028,ciledug kulon/disbudparpora
42029,/a suci paulan
42030,"/kapa,"
42031,/bali
42032,"/lembang lama,"
42033,/pog baru sinduadi
42034,/bbws
42035,"/kara uta ii, karasak astana"
42036,/kayu putih pakuhaji
42037,"ahong, 6 banyu/toko urip"
42038,/penggil 61
42039,ana lukman jln/ogan rem lr kertapati
42040,/cib 37
42041,/walando gu
42042,pema kebak/posko
42043,"/puc anom timur vi, no 40"
42044,/taman hara indah 12
42045,/dr. rw 10
42046,/gad bumi r10 kedungkandang
42047,/belim cilangkap tapos
42048,"/haji kinam, pasir gunung selatan"
42049,/jagir jagir 2 wonokromo
42050,bh 03/grand
42051,"qay, johar no 10 59318/wergu"
42052,"mall simpang/serv akor, tunggul wulung"
42053,"alba sejati, 15644/pd."
42054,"airlangga/gub airla v, no 43 toko"
42055,"kwan barat,/mino"
42056,/gg. setia 18 sungai bangkong
42057,"/mua, 68 cihaur geulis"
42058,kode pos 14250/bekasi
42059,/ngaliyan 263 3 50181 ngaliyan
42060,/arif hakim gre
42061,/landasan 80
42062,"sudi,/beng"
42063,"cell, raya/rahman pulo, tambun selatan"
42064,/jl. akasia raya no.12 perum griya
42065,"/kenayan salim, 78 66212"
42066,"/borneo, no 3"
42067,"/vete, 10a aneka service,"
42068,"/setia kawan ii, kota"
42069,"/dha perm 3,"
42070,"/dewi sart, 36 klaten klaten"
42071,/klam nga ii no 13
42072,/ciborelang jatiwangi
42073,/kar sat rt
42074,/jayamukti 5 10 cikarang
42075,"laris jaya, beringin,/toko kramat"
42076,leungis rt\001 rw 009/dusun
42077,"/h. arif,"
42078,/bumi karsa no 29
42079,/umalas
42080,"/gg. mas al- istiq, purwosari"
42081,"/airlangga menur, 32b rt"
42082,"/yayang, 17148 bekasi selatan"
42083,gorden besi/sinar
42084,/nasi iii 18
42085,ibukota lantai 4./pt utara no 1
42086,/kedung i 8 2
42087,isla/tpa
42088,"/must t hary,"
42089,"bas rah,/4pmco,"
42090,"stel ling,/rov raya, medan selayang"
42091,/macorawalie
42092,/jl. boule kel gad rt 5 7
42093,/raya pro 60
42094,/haji gemin 29 jatikramat
42095,/gundih rw 7 bubutan
42096,tabrani krea/quary
42097,"/p. sudi, no 132a rembang"
42098,"uta cv/jalan patti, santri karya tri"
42099,/mul 35 7
42100,/poros seng - atap
42101,/cem v
42102,fotocopy alat tulis & lukis pulsa tokenpln for/andita
42103,"catur tunggal/nogo, 1 vapo vape"
42104,al falah rt 2/musholla
42105,"cudie, bal sari, balongsari/war"
42106,/gandamekar barat
42107,/jl.
42108,/pram 112
42109,"/cipi jaya, 2 rt 9"
42110,/sunan pra kawisanyar
42111,/perum pon jati no
42112,"putu syuro, teri 1,/warteg"
42113,jend./sriwi yani panca rijang
42114,"makmur, kyai/batik sala kedung lumbu"
42115,lantai lg jl./men jend subr 9-11 rt 2
42116,"/mitra nasu,"
42117,/pala cipayung
42118,/mer magetan
42119,"/nirw raya 2, sunter agung"
42120,/ahmad yani baloi
42121,sari bumi indah blok/perumahan
42122,"cell, raya pacet,/zulfan pura"
42123,"taylor, mera,/yuwen labuh baru timur"
42124,/warung
42125,/jalan
42126,/cibubur 36 rt 6 10 ciracas
42127,/r. e. mar 30163 ilir timur
42128,/serua bulak 46 curug rt
42129,r ponsel/gunung sari no
42130,agus kaya/pak
42131,"fathurrohman, demangan/masjid"
42132,/gedong rt
42133,"/hara, no 74"
42134,/gereja
42135,bukit panglong km 26/pt
42136,pariwisata tri/a a gede rai smk
42137,"/garu 1, no 12c 20249"
42138,/kali
42139,"/pang sog, no 126"
42140,/mas
42141,"/trinin, karang pandan karangpandan"
42142,"/jend ahmad ya, 3 tebing"
42143,/bukit cima villa 7 mekarwangi
42144,"nurul huda, wirosari/md"
42145,"namo buaya,/tpu"
42146,simp tamb 15/bril
42147,"/jalan cemp ii, no 18"
42148,/pari
42149,/lop mes lopang
42150,"11 way lima, way harong way/sdn"
42151,"/agung per 1,"
42152,/atang sanj 19 rt
42153,"indah toko krak,/abadi no 132"
42154,"pro tai, bad katil/beezanto"
42155,"/sd lum, lumbir"
42156,house margala jalan/town kramat baru no 10
42157,/merd 1 abadijaya
42158,"/benda timur 13b, pamulang"
42159,/cibodas 6 15138
42160,/raya dukun
42161,"terpal munawaroh raya paku, no 67/toko sepatan"
42162,"2 furniture, mes, no/jepara"
42163,/du utara iii duri utara
42164,"/taman man tirto, no 6 rw"
42165,"/lam ten, lamper"
42166,/sawo gondangdia
42167,blok d no/klipang
42168,/kebon khai 7kel rt
42169,/bantarjati pln bogor timur bogor
42170,/kali raya 4
42171,/alur laut rawabadak
42172,/sriwi raya 46 baros
42173,/tegal 29 rt
42174,/surya timur iv 11
42175,seruni no 51/rptra
42176,dau/ma'had
42177,/bahagia jl. ujung hara gg. abadi xv no 15 17612 babelan
42178,/panyindangan sindang
42179,"hidayat pasar/toko kra baru, kranji"
42180,/must xii 135
42181,/cibu viii 60
42182,"ped kp. mel/war yahya,"
42183,/kaligangsa brebes
42184,/kartini 5 4
42185,/mini
42186,garden c.21/green
42187,/sd
42188,"/pan laut, sukajadi kel."
42189,"alwi, bunga,/bob 99"
42190,"toko, bung/victory"
42191,/sas kenc 1 ciater
42192,"water m yakub/eggi lubis, percut sei"
42193,/at-t utama 61 kembangan utara
42194,rumput lantai2/pasar
42195,/b. beri 19 rt
42196,/medokan xx 12-4 13
42197,"swasem timur 22, tanjung priok/mush"
42198,/jatim no
42199,"/karna, gun 50"
42200,"/pang depid, udara,"
42201,"/juma, turen"
42202,rak/bank
42203,kelontong raya timur/toko jatibarang
42204,/ulaweng
42205,sutera onyx pos satpam utama/cluster
42206,/antapani 40291 antapani
42207,/jeruk garut i 4
42208,/skb gunung guruh
42209,"/kayla, 90 16431"
42210,"/tel asih, no 63"
42211,/nirwana 12 no 35 rt
42212,"/kotasari hijau, b5 17 42436"
42213,/vete no 26
42214,/kalisari no 92
42215,/kelapa
42216,"/borob timur, no 24 rw"
42217,/smp kecil
42218,/gg. gem jaya pilangpayung toroh
42219,"/banj 2,"
42220,/gond timur ii 181
42221,/ds
42222,"anyar/ciba, no 207 frans"
42223,/bange 50115
42224,jl fachrudin no 19/cohive
42225,/bencongan kelapa
42226,"asuh yatim & fathan mubi, letda/rumah"
42227,"setono pande/patti, 27 olivia"
42228,/kali 12 kali baru cilincing
42229,"/masjid jami al hidayah, pelab ratu no"
42230,"/dipone,"
42231,/ciluar b10-22 rt 2
42232,/ancol barat iii 5
42233,"/kebayoran elok ii, 9 rt 2"
42234,pertamina pulogebang/jalan arun vi no
42235,"/kawa band mas, kedaung wetan kel."
42236,/sengon 49 61419
42237,"it al mukminun, raya ngra ngrambe ngrambe/sd"
42238,"perabot, pematang tebih/rizki"
42239,/sigit
42240,park blok d.11/gardenia
42241,/tjemong
42242,"/ikan salem, no 71d"
42243,/dukuh
42244,/candra kir 27
42245,/glo indah ib no
42246,/pal iii metro
42247,/kertak 21 banjarmasin tengah
42248,"/cluster pes legok, no a1 8 babakan"
42249,/masuk
42250,/surya perm ix no
42251,/bojong sera gg.bo no 18 cikupa
42252,/tanjung ii 11 medan
42253,/mojolegi.toroh
42254,kafe indon/loyal
42255,/ayam
42256,/jatihandap mandalajati
42257,"sul,/kopi"
42258,"puteri manda tour & tra, bat/pt. cideng gambir"
42259,/par kranji
42260,/mungka tamb mungka
42261,"electric band/omega indra, antapani kidul"
42262,penyul/balai
42263,sayur stas tanah abang 1/jati beng no
42264,/paropo
42265,"/hr. ras said, setia budi"
42266,"trade mar,/asia sari,"
42267,/smk
42268,"oyen barolo 2, lem hijau taya, no/es 8"
42269,/cijantung 33
42270,/kel uju ment 2 ujung
42271,melati mas blok i-1/griya
42272,/asri kenc ii medang
42273,/jalur 20 11 rt
42274,"jati center r suka,/showroom 20 ilir ii"
42275,jero rt02 rw12/kp
42276,/ketin wiy v 10 ketintang 4
42277,/kiki
42278,/lamda raya 472 rt
42279,"/pela 2, makassar"
42280,/timuran rt 5 banjarsari
42281,/profe her yoha caturtunggal depok
42282,"az zahra, raya kamp/kb teluknaga"
42283,/timur alun 819
42284,argapura rt003/blakang
42285,/sido iv 49
42286,/pekalo
42287,/cengkareng 9 rt 3
42288,"as sur, benda/yaya 5 padurenan"
42289,"/mahk rege, telukjambe timur"
42290,"/cipi emp timur, 20 cipinang rt"
42291,/cilandak ii 9 8
42292,"/pam, pasir gunung"
42293,/gg. mas 80 tapos
42294,"/gad, 21 kelapa"
42295,/kampung xiv 89 20125
42296,"/angs 7, periuk"
42297,"/perum graha kenc,"
42298,"h r rasuna/pakojan said, 2 15142 pinang (penang)"
42299,/nga timur iv pucang
42300,"/kayu putih sela, no 64a"
42301,"graha multi media nusan,/pt menteng atas setia"
42302,/jurumudi 8 rt 1
42303,/toko agus salim kaliawi
42304,"( badan perencana pembangunan daerah ) kabup ser, mayor/bappeda"
42305,/beji 45 16421
42306,"/kibar,"
42307,/dusun para desa
42308,/larangan 48
42309,"/ki ageng tapa, gesik"
42310,"/anda perum ii, no 48"
42311,"esports game, daman, sungai pinang/cometz"
42312,/padur karang tengah
42313,cell setia/bulan
42314,"kado bon, haji/dunia neroktog"
42315,"pak amir, gang/warung musho,"
42316,teuku/kota 66
42317,/gg. tower 58 jaticempaka rt
42318,"toko k/semangat z abi,"
42319,/purn bekasi jaya
42320,/perum k. f. t cengkareng barat
42321,/sungai no 180 70122 banjarmasin
42322,/jalan sahabat ii no.30
42323,/asem jaya iv 17
42324,"ngopi, dip,/ruang"
42325,/jati mak per perm jatimakmur
42326,/komp pam lama bendungan
42327,/brig kata 42
42328,"/pondok raya, 287 rt"
42329,"fut, k h/pt. no 32 7 kebon"
42330,"/sah 2,"
42331,"/sema, 14 rt 2"
42332,"/dato umar, gg. flamb sungai keledang samarinda seberang"
42333,/grogol 53
42334,/muti kemu indah 3 handil
42335,"/teluk khom 3, ciangsana"
42336,/saco ragunan 57 ragunan rt
42337,/east asia 7
42338,/kh. mukh no 40
42339,"/tanj raya 1,"
42340,"dana cabang syariah sura,/bank sutomo"
42341,god los 2 jl/pasar god sidoagung
42342,puri citra blok./komplek
42343,"/delta refl, pasirranji cikarang"
42344,"huk,/paud coblong"
42345,"cell, raya/dk kebonagung"
42346,"/barleria,"
42347,/mts
42348,/kranji 1
42349,/pancoran 33 pancoran
42350,"/imam bon, karawaci kel."
42351,/jl.prawirotaman mg 3 649 mergangsan yogyakarta
42352,"/komp ist alf, no 48b"
42353,dry international co. ltd./total
42354,"/pt 11, siantan"
42355,"n 1 gondoh,/sd"
42356,/rukoh syiah kuala
42357,/mush 3 4
42358,"budys group, sun per/entertainment sunter agung tanjung"
42359,"/sara, no 66"
42360,/ladang mal 932 26181
42361,/antang kel.
42362,/ngipik 1 pringsurat
42363,/dah 1 mawar
42364,"ahmad/palm yani,"
42365,/jlegong raya bejen 56258 bejen
42366,"raya suko,/iyan,"
42367,/jalan keta 25
42368,/bukit tanjung
42369,/pal i 24
42370,/jatiw - maj cicenang cigasong
42371,/ibra sin no 82
42372,/rejo no
42373,mulya rt/kp
42374,"/sula, gandamekar cikarang"
42375,so bu mah 51147/mie
42376,"mari,/kedai au,"
42377,cilacap.jl. budi utomo/d.a
42378,/swad duri barat
42379,"abrar, arim, pesarean pagerbarang/pc"
42380,/sidosermo 36 7
42381,"sari, yos/depot selumit pantai"
42382,susut kaja susut susut/lpd
42383,rt rw/jln smp 147
42384,"farma, pulau/apotek"
42385,"karawaci, rw 1/pahl 76 apotek"
42386,"malam bu ani, kemenangan,/lontong"
42387,"jok, tangk/andi padangsambian klod"
42388,"/yos suda, karang balik"
42389,19ce/kalibata
42390,"/pram bha, 60 mulyadadi"
42391,"mage, sido/aquascape"
42392,/soto kebon jeruk
42393,"cipedak townhouse kav e jl. persahabatan/green cipedak, jagakarsa jakarta selatan"
42394,"putra ramli, abdul muth,/pt."
42395,no 21 kedungkandang/jodipan
42396,"cut gaul, sula,/hair"
42397,/fried
42398,/sei 42 kalidoni
42399,"tori,/toko kesambi"
42400,/klinik medan
42401,paud teratai 1 kencong/pos
42402,/sd
42403,"/kalia dukuh, no 20 pejuang"
42404,/mitra pulo
42405,"/oto pon, belakang pondok"
42406,15124/jurumudi
42407,/jend bas rah tatura
42408,/t.b.
42409,tni ad kuta/asrama
42410,"/haji kelik, no 99 rw"
42411,/karangtengah wonosari
42412,"welly lin suma/war kemu, abung barat"
42413,"bunder pram, bunder jatiluhur/pd."
42414,"/jemb dua, no 5b"
42415,/sawah hajar dewan no
42416,/kel 41
42417,"kuning, mamasa/dekat"
42418,"bima, tamantirto/wisma"
42419,/raya mun 83
42420,"/gg. madr, 1 gung leto kabanjahe"
42421,ta'lim nurul jannah karang sari/majlis
42422,"/jatiluhur ir haji juanda, 3 jatiluhur"
42423,"tra,/prima boko harjo"
42424,/kon 44
42425,/kamp marga jaya 67
42426,prabu/tam gajah
42427,/mang purbosuman
42428,/kan v no
42429,"wiwin jl. bromo,/mart"
42430,/mah wirolegi
42431,/kemang high 25 2653
42432,/tugu 50
42433,"/crown golf boule, 90 rt 7"
42434,/bunga tanj 93614
42435,"sehat pengobatan,/rini"
42436,"/musyawarah, ciputat"
42437,"rt005 002, kel./kp"
42438,/jati kra jatikramat
42439,/sd
42440,/cijulang
42441,"/parik ii, 13 bantarjati kel."
42442,/meu
42443,ikhlas caringin/mas
42444,/baro no
42445,/tam lan 12
42446,"/lor pahl i, 244 bagus kuning"
42447,"/krak, tanjung mulia"
42448,/sario
42449,/jorong
42450,arta bina ciherang blok a no./perumahan
42451,"/balai rak dalam i, no 10"
42452,"comet, sume, kepanjen/war"
42453,/h b 5
42454,"angel, tupai, no/kelo suka menanti"
42455,/mas al akbar munjul
42456,/kh has ash no
42457,/jl. cut nyak dien no. 259
42458,/soek hatta 163
42459,"iskandar dinata,/otto no 6"
42460,waru no 23-24 gedangan/sawotratap
42461,"richard, dr ir/the haji soek"
42462,/20 dese pegadungan kel.
42463,/tam pamar 40 cijeruk
42464,/sukamaju no 4 16475
42465,/let sudi no 23
42466,/mi
42467,/pram 30
42468,/salam 3 62
42469,"beri,/teguh pakansari cibinong"
42470,/bunulrejo
42471,"naturindo fresh cila,/pt c, c 240 9 tegalkamulyan cilacap"
42472,"/cipinang nanas, 33 6"
42473,/jl jend. ahmad yani 6 bojonegoro
42474,/n. kobot 154 tegal mengkeb
42475,madrasah ibtidaiyah swasta (mis) shirotul huda tegaldlimo/tegaldlimo
42476,/cijantung 6 pasar
42477,tiket pesa/pusat ngupasan
42478,"/sawah lio, gg. 3 jembatan lima tambora"
42479,"/pecangaan pecan, 40 pecangaan"
42480,"mini, basuki/pom"
42481,"almunaw,/mas"
42482,/dian kuta
42483,palais g7-10/wisata
42484,/bojongsari road 75 bojongsari
42485,"rly, kedon,/toko"
42486,/depok lio 66 16431
42487,/zebra no
42488,"priyo purwakarta, siliw, no 18b/nageri"
42489,roudhatul/majelis
42490,"makan hijau, m/warung praja, alak"
42491,supra no 5/lawangirung
42492,spring regency g.41 jambangan/palm
42493,"pangsit dan mie ayam ceker, megu pitu, kerep kemiri/bakso"
42494,/yaya 2
42495,prim/pelita
42496,"pontianak selatan, kota pontianak,/jln.karya baru, komplek karya baru permai c32"
42497,/gambir abang timur 5
42498,/intan cibodas
42499,/sektret
42500,/gg. h.sa kenanga cipondoh
42501,/gg. 3 14 bedali lawang
42502,/sunter 24 13 tanjung
42503,/sala 20
42504,"pandang/ahmad yani watam, 239 intisari pattunuang"
42505,"chicken manado 1, pogidon,/his no 93 tuminting"
42506,/sukolilo 16 rt 1 2
42507,"gono, mage purwo, banjar/hs."
42508,"residence guru tuo,/mitra no 25 26124"
42509,/kem juppandang
42510,/semi yosorejo
42511,/direktorat
42512,/kend jaya xii 34
42513,"bali tours pulau supi,/pinse no 31 denpasar barat"
42514,"kencana regency, blok futsal no. 23,/erfina"
42515,/taman raya bangkala
42516,/putat otak
42517,/utan jati 9
42518,/turen 170 turen
42519,"/dk bulak bant sekol gang 12a, no 13 rw 6"
42520,/tanah
42521,"/suka jeb, 28 36 sail"
42522,"realty commercial area 5th,/modernland glodok"
42523,/baros 26 40521 cimahi
42524,"/griya kenc, way halim permai"
42525,/daan mogot no 9 tanjung
42526,"negeri rawate dr./sd r. widyodin, rawa terate"
42527,"/d'be,"
42528,"/kauman 1, 62 prajurit kulon"
42529,/cisan raya 175 simpangan
42530,/sangkrah 57133 pasar
42531,"/niim, 26 tanah baru"
42532,/kec 16
42533,/duri 14 rt
42534,"/rinr,"
42535,"tegallalang tegallalang/raya teg, haris"
42536,/teladan 141 20226
42537,"/angg raya, 415 jakasampurna"
42538,/sreng sawah srengseng sawah jagakarsa
42539,/daud 4
42540,/srem kulon iii 166 kober
42541,"fash, peri,/antito"
42542,/suli 44 kuta
42543,"/pintu kecil ii, 46 roa"
42544,"/jalan bulak bant baru gang cemp, 21b 14 60127"
42545,"arbaya h. mahmud/warung raya,"
42546,sangkuriang warton. wawan ap./stadion
42547,mbah darmo raya wan/war
42548,"h/toko jua,"
42549,"baru, kasihan/ud.harapan"
42550,/jl. karya bha segedong
42551,"rudi anug/toko pan, batu ampar"
42552,"nf,/toko"
42553,/jl. gemp 238 jatiranggon
42554,/raya kaliw 103
42555,/cakung 1 14
42556,/padang 26211 payakumbuh
42557,/pltd cogindo nusa penida jalan nusa indah kaler
42558,"/piramida utara i, mulyorejo"
42559,/wij ii pondok
42560,"/paj gg. h. sai, bambu apus pamulang"
42561,"madani residence blok d2/jln pertahanan ,perumahan"
42562,"nahri, raya sura/ibu"
42563,/indra iii 248
42564,"/hasan, no 42"
42565,"raya wela,/gedangan welahan"
42566,"indon/garuda kencana barat,"
42567,/bakti moh nail 80 rt 5
42568,"/enim, no 2"
42569,"al-hidayah, pelab, sukamelang subang/kb"
42570,"/kapas baru iv, gading tambaksari"
42571,/pisang pis baru utara i 34673
42572,"/merd, sungai"
42573,"home style, gang buntu/prof h m yamin no"
42574,"bint jaya,/sablon bekasi barat"
42575,/duku raya 24 kebayoran
42576,/gg. padi gogo 8 pisangan timur pulo gadung
42577,/mojo i 65-i rt
42578,/pad 15 8
42579,/pem a5
42580,/sumerta 80239 denpasar timur
42581,/mas
42582,kupi geudong geudong kota/war
42583,"agung, batang/tk"
42584,/pet vij iii cideng
42585,"inhutani iii persero, gelora tanah abang/pt"
42586,/ringin 33 kediri
42587,"/alfu, 2 rw 1"
42588,"computer, jend/indo 47 tarakan barat"
42589,"no. 111, cibadak,/rumah"
42590,/gang antasari kelayan
42591,"/puri asih iii, rancasari"
42592,sepatu kulit fajar/toko baru sela cengkareng
42593,"benda/hus sast, 29 toko"
42594,/atle iv no
42595,"branggah bana,/kan"
42596,"9/kamp baru, 61 nab"
42597,/kampung
42598,"/imam vi, lowokwaru"
42599,"penyela bogor,/dinas"
42600,/sunan ges rawamangun
42601,/kutogirang 4 ngoro
42602,/kebon 56 40284 kiaracondong
42603,/wijayamaju
42604,"/tukad bilok, sanur kauh kel."
42605,/mal raya 7
42606,"/punaim, raya labuhan lom 83658"
42607,/sun hijau x 59
42608,/pangalengan
42609,/way pugung
42610,/bkr 98
42611,"/bank rakyat indonesia, raya bringin, bringin sambikerep"
42612,tani siak/kios
42613,"/joyo timur, 30 lowokwaru"
42614,/kesiman 42 denpasar timur
42615,"/kup gun jaya iv, pakis kel."
42616,"gaz,/blue"
42617,"/siliw, 98 rt 4"
42618,"/perhubungan, tembung"
42619,/kar wungu
42620,/tej ii muktiharjo
42621,/masjid
42622,/maruyung
42623,/asam 52
42624,/ciledug 17320 setu
42625,"regi/pasar raya, bali"
42626,"/tri vii, menur pumpungan"
42627,"/jikon, mamajang"
42628,dan spa taman/nath griya tuban kuta
42629,/wat gajahmungkur
42630,/bonowarih karangploso
42631,"/man ubi, 59 rt"
42632,/p. komar 27 rt
42633,/bina karya 31
42634,/tirto dah 6 51151 pekalongan
42635,/resp manis 18
42636,/jl.serdang baru rt 10
42637,"/ande cel, bogor timur -"
42638,/gg. t2 53 palmerah palmerah
42639,"/kra gant, no 95"
42640,/karangsari
42641,/tam boyo 8 klakah
42642,"usaha era mandiri. pt, a/prima tirta, masigit"
42643,"/gun agung, 5 binjai"
42644,"moka, rajawali,/toko"
42645,mulya guna pon/pd timur indah
42646,/pang hida no 47
42647,/kebon sut 3 2
42648,/cipulir 18 rt 7
42649,"/kapi, curug kel."
42650,"/bakti kayum iv, no 165a 16418 sukmajaya"
42651,alam riverside desa jojogan/citra
42652,"radio, sul hasanuddin,/lawero"
42653,/meunasah
42654,"bean, ruko/red bsd city, serpong"
42655,"sul/dari, setia budi"
42656,arruhama/mda
42657,/raya kebay lama grogol
42658,/pondok v 21
42659,/kebon 103
42660,"/ranti, no 101"
42661,"rooms tampan universitas riau kubang raya,/perm ujung nida"
42662,"/anda, bontoala"
42663,"lunta, jl. panunjung/di mantaren (restoran ayam"
42664,/ajad no 6
42665,malimongan baru/laccu
42666,blok h6/wisata
42667,"perkantoran, jl. gagas/komplek permai, angsau, kec. pelaihari, kabupaten tanah"
42668,"/griya sut 4,"
42669,"/teratai, no 51"
42670,"motor, teuku/karya dit no 25"
42671,"/trik, 30 purwodadi"
42672,/taman mal timur 98
42673,/condongcatur ct viii 55281 depok
42674,"/petung, 11"
42675,/munjuljaya purwakarta
42676,"/gajah,"
42677,/ampel gad 26
42678,/pal batu raya 46
42679,/sidodadi 1
42680,/gunung 21 rt 7
42681,"/cibiru vii, rt"
42682,"/gramapuri pers,"
42683,"cell, soek/via balikpapan utara"
42684,"iis raya sum/toko jaya, tanjung baru bukit"
42685,/kh must no
42686,/kali sela iid no 45
42687,"kecamatan hinai, binjai-t pura kebun lada/korpri"
42688,glo/pt.
42689,/dara 78 84118
42690,"hot komp/red ten, 2 gajah mungkur"
42691,/gg. akon no 8 5 susukan
42692,"/paal 4 ,"
42693,/pt. andalan taman
42694,/plamongan rw 4 50192
42695,"/tam asri, gg. tera 49 6 morokrembangan krembangan"
42696,/mts
42697,/dok samr 30 sinjai
42698,"/raya tirto,"
42699,jalan iskandarsyah raya/pt.
42700,"melati bunda,/kb"
42701,"al majid kota raja,/desa lend ara, mts"
42702,/majap no 55
42703,"/hypers, no 201 rw 1"
42704,/jl raya jogoroto no 111 jogoroto jombang
42705,/pegadungan 4 10 kalideres
42706,/pedong 3 kapuk cengkareng
42707,/raya pang rt06 pangean maduran
42708,"/beri raya 5, beringin raya"
42709,"djoko, sriwi/ud cimahi tengah"
42710,/swa barat 11 kebon
42711,"kos bu diana, bar tengah/kost bareng klojen"
42712,/cod potret
42713,/sd
42714,"bumi mitra cemerlang, rinj no/pare pare"
42715,/jatimakmur rt 2
42716,/kopo 5 ciganjur
42717,"/war plawa, no 34 kuta"
42718,/tkit
42719,"/gg. damai, 8 jaga baya i"
42720,"/aek kanopan,jl.pelita,ledong barat dusun 1,bengkel mobil"
42721,nurhas batas/ud.
42722,/lhokseumawe 43
42723,"/pandan, 49 rw"
42724,"/raya pebay, pebayuran"
42725,"/citra sudi indah, biring kanaya"
42726,/jl. raya gun batu 201 gunungbatu
42727,/gandamekar cikarang barat
42728,"/gur, 1"
42729,/semarapura 80713 semarapura
42730,/ker uentanaga
42731,/sunter mas barat 2
42732,lantai 2. jln embong/royal kedungdoro
42733,/papanggo 27 rt 9 4
42734,/bintaro ii 2 rt 5
42735,/bar 12 arjuna
42736,"/intan ix, no 51"
42737,mas tang/puskesmas pugung
42738,"/kra kwit iii, 376 rt 4"
42739,/krajan rt 4
42740,"/kalim, 28 cilodong"
42741,"tai, raden/jass"
42742,gunung/raya villa nusa indah u4 bta8
42743,/pentol
42744,"swasta trisakti 2 lagu/smk sian,"
42745,"/nice lest, no 13"
42746,/selam 25
42747,taman a9/kantor
42748,"/mast iii, warugunung kel."
42749,/made gg. 13 made lamongan
42750,"/mas jihad, pesanggrahan"
42751,/danau singk 20
42752,suwarno boyola/yoso
42753,/rawasari 28b rt 8
42754,/cibeunying 4 8 40191
42755,"/dinar indah, 26 meteseh"
42756,/gg. mawar no 48 wijaya
42757,/kali ten 2 kadipiro
42758,agung/desa
42759,/tam sut fero 27 pondok
42760,/kra iv 78
42761,glodok harco lt.1 d18 2 hayam wur rt 1 rw 6/new besar taman
42762,"seko,/kedai barat"
42763,pajo/lapa
42764,/cawang 12a rt 5
42765,"15 krembangan/gar, no a"
42766,giri adipura. kelurahan: krisak/kios
42767,/pt 37
42768,mas 3 psak/smp semarang timur
42769,boga cake snack dan catering serang/empat lima no
42770,concep/prima 38
42771,cinangneng kp. cikalancing rt.2 6/jembatan
42772,/sae
42773,/toko
42774,"mandiri raya, jalur 1/jl. martapura komplek sejahtera"
42775,/hang 8 no
42776,"/duren sawit, no 118"
42777,/gg. hj. nurs sungai raya sei sungai raya
42778,"/dok sus iv, 8 rt"
42779,"abi,/toko"
42780,/bukit mawar 3 sendangmulyo
42781,/jl karper i blok b8
42782,"/bat lest iii, no 12"
42783,/kar emp gg. v ploso tambaksari
42784,/ban ix mampang
42785,/wancimekar 2
42786,/kota
42787,/kab.
42788,/lebijaga
42789,/panjunan yani 36 kudus
42790,/profe dok latum iii jelambar grogol petamburan
42791,"/cibu vii, cibubur"
42792,/pab utara 59
42793,"/kap sudi, no 2 potatoland,"
42794,"/katam indah 7, 5"
42795,"susu ramadhani bakery, h o s/donat"
42796,/pemogan v 2 80113 denpasar selatan
42797,/rangkah 61234 sidoarjo
42798,/sat 30-32
42799,"/sudarsih,"
42800,"cell,/bonet"
42801,/abadijaya raya 91 16417
42802,/batan mir i 496-i miroto
42803,"/riau,"
42804,/soto
42805,/enim raya no
42806,"/raja raya, no 2"
42807,/fefen
42808,/wonorejo no 16 4
42809,/jongaya mas b.8 rt 1
42810,"asyifa ,,belakang bengkel las/depan"
42811,/sula 8
42812,/apel iv kidul
42813,mahasiswa ui depok./asrama
42814,/pati kali no
42815,(da) cokroaminoto pagedongan/diniyah
42816,/joglo raya 47
42817,"kena, putri/pkbm kampung bulang"
42818,/cipi muara 3 135 klender rt
42819,"jaya raya, bintara/nota"
42820,/wasp 17 bongkaran
42821,"/tanjung cumi- 3, 58 75325 bontang selatan"
42822,/topas raya 1 manunggal
42823,/pio 66 majapahit
42824,pancing/taman
42825,/trosobo
42826,"fans club (sfc), haji m yusuf nasri,/slank wijaya pura"
42827,/gg. zaka i no 8 kampung baru
42828,"ea kel.,/lawatu"
42829,"/lor kebun raya, 214 ilir"
42830,/nagarawangi 46124
42831,"salon, lampu merah pal 1 tugu/arno duren"
42832,/ngag dka no 27 tambaksari
